,school-name,matched_again,match_from,school_address
2402,University of Oregon - Charles H. Lundquist College of Business,"Eugene, OR",Manual,
2403,University of Central Florida,"Orlando, FL",Collegelist,
2404,California State University-Sacramento,"Sacramento, CA",Collegelist,
2405,Modesto Junior College,"(Modesto Junior College, South Drive, Modesto, Stanislaus County, California, 95351, United States of America, (37.6512205, -121.00973803))",Nominatum,"Modesto Junior College, South Drive, Modesto, Stanislaus County, California, 95351, United States of America"
2406,Escalon High School,"(Escalon High School, Yosemite Avenue, Escalon, San Joaquin County, California, 95320, United States of America, (37.7990939, -120.9935476))",Nominatum,"Escalon High School, Yosemite Avenue, Escalon, San Joaquin County, California, 95320, United States of America"
2407,"University of California, Santa Cruz","Santa Cruz, CA",Collegelist,
2408,Aptos High School,"(Aptos High School, Aptos High School Road, Aptos Hills-Larkin Valley, Santa Cruz County, California, 95003, United States of America, (36.9775693, -121.861522669))",Nominatum,"Aptos High School, Aptos High School Road, Aptos Hills-Larkin Valley, Santa Cruz County, California, 95003, United States of America"
2409,Fairfield University,"Fairfield, CT",Collegelist,
2410,Australian Catholic University,"(Australian Catholic University, Approach Road, Banyo, Brisbane, Queensland, 4014, Australia, (-27.37815895, 153.089464741))",Nominatum,"Australian Catholic University, Approach Road, Banyo, Brisbane, Queensland, 4014, Australia"
2411,Wellesley College,"Wellesley, MA",Collegelist,
2412,Mercer Island High School,"(Mercer Island High School, 9100, Southeast 42nd Street, Mercer Island, King County, Washington, 98040, United States of America, (47.5718691, -122.2180311))",Nominatum,"Mercer Island High School, 9100, Southeast 42nd Street, Mercer Island, King County, Washington, 98040, United States of America"
2413,Coding Dojo,,,
2414,Coding Dojo,,,
2415,Bowling Green State University,"Bowling Green, OH",Collegelist,
2416,Emerson College,"Boston, MA",Collegelist,
2417,Brown University,"Providence, RI",Collegelist,
2418,Towson University,"Towson, MD",Collegelist,
2419,,,,
2420,Carnegie Mellon University,"Pittsburgh, PA",Collegelist,
2421,Harvard University,"Cambridge, MA",Collegelist,
2422,名古屋工業大学 / Nagoya Institute of Technology,"(名古屋工業大学, 若宮大通り, 千種区, 名古屋市, 西春日井郡, 愛知県, 中部地方, 466-8555, 日本, (35.15727155, 136.925200391))",Nominatum,"名古屋工業大学, 若宮大通り, 千種区, 名古屋市, 西春日井郡, 愛知県, 中部地方, 466-8555, 日本"
2423,University of Rhode Island,"Kingston, RI",Collegelist,
2424,"University of California, Riverside","Riverside, CA",Collegelist,
2425,Lowell High School,"1101 EUCALYPTUS DR SAN FRANCISCO, CA 94132",Collegelist,
2426,Tufts University,"Medford, MA",Collegelist,
2427,Brown University,"Providence, RI",Collegelist,
2428,Strayer University-Maryland,,,
2429,Rizzieri Aveda School for Beauty and Wellness,,,
2430,Binghamton University,"Binghamton, NY",Collegelist,
2431,University of Mumbai,"(University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India, (19.0238999, 72.8587816085))",Nominatum,"University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India"
2432,,,,
2433,Youngstown State University,"Youngstown, OH",Collegelist,
2434,Hubbard High School,"350 HALL AVE HUBBARD, OH 44425",Collegelist,
2435,The University of Connecticut,"Storrs, CT",Collegelist,
2436,Fox Lane High School,"Philadelphia, PA",Collegelist,
2437,UCSB,"(UCSB, Library Plaza, Isla Vista, Santa Barbara, Santa Barbara County, California, 93106, United States of America, (34.4129895, -119.847014207))",Nominatum,"UCSB, Library Plaza, Isla Vista, Santa Barbara, Santa Barbara County, California, 93106, United States of America"
2438,University of Wisconsin-Milwaukee,"Milwaukee, WI",Collegelist,
2439,Brandeis University,"Waltham, MA",Collegelist,
2440,"Institute of Technology, Tralee","(Institute of Technology Tralee (North Campus) and Kerry Technology Park, Kerry Technology Park, Ballybeggan, Tralee, County Kerry, Munster, Republic of Ireland, (52.2889857, -9.66900336632))",Nominatum,"Institute of Technology Tralee (North Campus) and Kerry Technology Park, Kerry Technology Park, Ballybeggan, Tralee, County Kerry, Munster, Republic of Ireland"
2441,Newbury College,"Brookline, MA",Collegelist,
2442,Houston Baptist University,"Houston, TX",Collegelist,
2443,University of Puget Sound,"Tacoma, WA",Collegelist,
2444,Indiana University Bloomington,"Bloomington, IN",Collegelist,
2445,Stanford University,"Bowling Green, KY",Collegelist,
2446,University of Virginia,"Charlottesville, VA",Collegelist,
2447,University of San Francisco,"San Francisco, CA",Collegelist,
2448,University College Dublin,"(UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland, (53.29574525, -6.1853508337))",Nominatum,"UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland"
2449,Arizona State University,"Tempe, AZ",Collegelist,
2450,,,,
2451,Babson College - Franklin W. Olin Graduate School of Business,"Babson Park, MA",Manual,
2452,Northwestern University,"New York, NY",Collegelist,
2453,Università di Bologna / University of Bologna,,,
2454,University of Central Florida - College of Business Administration,,,
2455,Cardinal O'Hara Highschool,,,
2456,The University of Texas at Austin - Red McCombs School of Business,"Austin, TX",Manual,
2457,Texas A&M University - Mays Business School,"College Station, TX",Manual,
2458,The Woodlands High School,"(The Woodlands High School, Research Forest Drive, Cochran's Crossing, The Woodlands, Montgomery County, Texas, 77382, United States of America, (30.19432435, -95.5045786608))",Nominatum,"The Woodlands High School, Research Forest Drive, Cochran's Crossing, The Woodlands, Montgomery County, Texas, 77382, United States of America"
2459,Arizona State University,"Tempe, AZ",Collegelist,
2460,Glendale Community College,"(Glendale Community College, Vaquero Lane, Montrose, Glendale, Los Angeles County, California, 91206, United States of America, (34.1668911, -118.228011))",Nominatum,"Glendale Community College, Vaquero Lane, Montrose, Glendale, Los Angeles County, California, 91206, United States of America"
2461,Middlebury College,"Middlebury, VT",Collegelist,
2462,New York University,"New York, NY",Collegelist,
2463,Goucher College,"Baltimore, MD",Collegelist,
2464,Darien High School,"80 HIGH SCHOOL LN DARIEN, CT 06820",Collegelist,
2465,北京科技大学,"(北京科技大学, 30号, 北京科技大学北门, 海淀区, 后八家, 海淀区, 北京市, 100083, 中国, (39.9903111, 116.353174931))",Nominatum,"北京科技大学, 30号, 北京科技大学北门, 海淀区, 后八家, 海淀区, 北京市, 100083, 中国"
2466,Quincy College,"(Edith F. Cove Fine Arts Center, 23, East Elm Avenue, Quincy, Norfolk County, Massachusetts, 02170, United States of America, (42.2710373, -71.0098776))",Nominatum,"Edith F. Cove Fine Arts Center, 23, East Elm Avenue, Quincy, Norfolk County, Massachusetts, 02170, United States of America"
2467,Washington University in St. Louis,"St. Louis, MO",Collegelist,
2468,East Brunswick High School,"380 CRANBURY RD E BRUNSWICK, NJ 08816",Collegelist,
2469,New Mexico State University,"Las Cruces, NM",Collegelist,
2470,Pune Institute of Computer Technology,,,
2471,University of Pune,"(Department of Geography, University Road, Aundh, Pune, Maharashtra, 411027, India, (18.5480579, 73.82721895))",Nominatum,"Department of Geography, University Road, Aundh, Pune, Maharashtra, 411027, India"
2472,New York University,"New York, NY",Collegelist,
2473,East China Normal University,"(华东师范大学, 3663, 中山北路, 普陀区, 真北村, 普陀区 (Putuo), 上海市, 200062, 中国, (31.2284889, 121.402102047))",Nominatum,"华东师范大学, 3663, 中山北路, 普陀区, 真北村, 普陀区 (Putuo), 上海市, 200062, 中国"
2474,Providence College,"Providence, RI",Collegelist,
2475,Universitat Autònoma de Barcelona,"(UAB, Cerdanyola del Vallès, Vallès Occidental, BCN, CAT, España, (41.5005953, 2.1067321))",Nominatum,"UAB, Cerdanyola del Vallès, Vallès Occidental, BCN, CAT, España"
2476,Bucknell University,"Lewisburg, PA",Collegelist,
2477,"Syracuse University in Florence, Italy (Study Abroad Program)","East Lansing, MI",Manual,
2478,"University of California, Davis","Davis, CA",Collegelist,
2479,Universidad Nacional de Cuyo,"(Universidad Nacional de Cuyo, Champagnat, Ciudad de Mendoza, Sección 9ª Parque General San Martín, Departamento Capital, Mza., M5500EAV, Argentina, (-32.8815618, -68.8744051))",Nominatum,"Universidad Nacional de Cuyo, Champagnat, Ciudad de Mendoza, Sección 9ª Parque General San Martín, Departamento Capital, Mza., M5500EAV, Argentina"
2480,Hofstra University,"Hempstead, NY",Collegelist,
2481,Cambridge College,"Cambridge, MA",Collegelist,
2482,Northeastern University,"New York, NY",Collegelist,
2483,Tufts University,"Medford, MA",Collegelist,
2484,Tufts Skidmore Spain,,,
2485,William & Mary,"(William & MAry, 41, Charnham Street, Hungerford CP, Hungerford, West Berkshire, South East, England, RG17, United Kingdom, (51.4182132, -1.513321))",Nominatum,"William & MAry, 41, Charnham Street, Hungerford CP, Hungerford, West Berkshire, South East, England, RG17, United Kingdom"
2486,New York University,"New York, NY",Collegelist,
2487,University of Maryland - Robert H. Smith School of Business,"College Park, MD",Manual,
2488,Illinois State University,"Normal, IL",Collegelist,
2489,Joliet Junior College,"(Joliet Junior College, Rock Run Greenway, Joliet, Will County, Illinois, 60431, United States of America, (41.50034655, -88.1809634331))",Nominatum,"Joliet Junior College, Rock Run Greenway, Joliet, Will County, Illinois, 60431, United States of America"
2490,Wheaton College,"Norton, MA",Collegelist,
2491,Scottsdale Christian Academy High School,,,
2492,Loras College,"Dubuque, IA",Collegelist,
2493,University of Nebraska at Omaha,"Omaha, NE",Collegelist,
2494,Westside High School,"8701 PACIFIC ST OMAHA, NE 68114",Collegelist,
2495,Boston University School of Law,"(Boston University School of Law, Storrow Drive, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America, (42.3511035, -71.1072381))",Nominatum,"Boston University School of Law, Storrow Drive, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America"
2496,Cornell University - Johnson Graduate School of Management,"Ithaca, NY",Manual,
2497,Cornell University,"Ithaca, NY",Collegelist,
2498,General Assembly,"(General Motors Fairfax Assembly, Kansas City, Wyandotte County, Kansas, 66115, United States of America, (39.14722235, -94.6033115272))",Nominatum,"General Motors Fairfax Assembly, Kansas City, Wyandotte County, Kansas, 66115, United States of America"
2499,Smith College,"College Park, MD",Collegelist,
2500,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
2501,Moorpark College,"(Moorpark College, Moorpark Coll, Moorpark, Ventura County, California, 93065, United States of America, (34.3003246, -118.8368424))",Nominatum,"Moorpark College, Moorpark Coll, Moorpark, Ventura County, California, 93065, United States of America"
2502,Portland State University,"Portland, OR",Collegelist,
2503,Whitworth University,"Spokane, WA",Collegelist,
2504,Virginia Polytechnic Institute and State University,"(Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America, (37.2180504, -80.4257348664))",Nominatum,"Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America"
2505,Virginia Polytechnic Institute and State University,"(Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America, (37.2180504, -80.4257348664))",Nominatum,"Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America"
2506,"University of California, Irvine","Irvine, CA",Collegelist,
2507,Tufts University,"Medford, MA",Collegelist,
2508,School for International Training,"(School for International Training, Fleisher Lane, Brattleboro, Windham County, Vermont, United States of America, (42.8912426, -72.5663957))",Nominatum,"School for International Training, Fleisher Lane, Brattleboro, Windham County, Vermont, United States of America"
2509,Emerson College,"Boston, MA",Collegelist,
2510,Connecticut College,"New London, CT",Collegelist,
2511,Rollins College,"Winter Park, FL",Collegelist,
2512,Rollins College - Crummer Graduate School of Business,"Winter Park, FL",Manual,
2513,Rollins College,"Winter Park, FL",Collegelist,
2514,"University of California, Berkeley","Berkeley, CA",Collegelist,
2515,American University of Paris,"Washington, DC",Collegelist,
2516,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
2517,University of North Carolina at Chapel Hill,"St. Louis, MO",Collegelist,
2518,University of Wollongong,"(University of Wollongong, Admin Road, Mount Ousley, Wollongong, New South Wales, 2500, Australia, (-34.40505525, 150.878346547))",Nominatum,"University of Wollongong, Admin Road, Mount Ousley, Wollongong, New South Wales, 2500, Australia"
2519,Whitman College,"Syracuse, NY",Collegelist,
2520,University of Otago,"(University of Otago, Union Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand/Aotearoa, (-45.86519895, 170.51323499))",Nominatum,"University of Otago, Union Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand/Aotearoa"
2521,General Assembly,"(General Motors Fairfax Assembly, Kansas City, Wyandotte County, Kansas, 66115, United States of America, (39.14722235, -94.6033115272))",Nominatum,"General Motors Fairfax Assembly, Kansas City, Wyandotte County, Kansas, 66115, United States of America"
2522,Tufts University,"Medford, MA",Collegelist,
2523,Boston University School of Law,"(Boston University School of Law, Storrow Drive, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America, (42.3511035, -71.1072381))",Nominatum,"Boston University School of Law, Storrow Drive, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America"
2524,Cornell University,"Ithaca, NY",Collegelist,
2525,Niskayuna High School,"1626 BALLTOWN RD Niskayuna, NY 12309",Collegelist,
2526,UC Santa Cruz,"(UC East (proposed), Bay Street, California Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States of America, (36.9637594, -122.0356255))",Nominatum,"UC East (proposed), Bay Street, California Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States of America"
2527,Monta Vista High School,"21840 MCCLELLAN RD CUPERTINO, CA 95014",Collegelist,
2528,Seattle University,"Seattle, WA",Collegelist,
2529,Clemson University,"Clemson, SC",Collegelist,
2530,Boston University,"Boston, MA",Collegelist,
2531,Rochester Institute of Technology,"Rochester, NY",Collegelist,
2532,Vanderbilt University,"Nashville, TN",Collegelist,
2533,Horace Mann School," Bronx, NY",Collegelist,
2534,Golden Gate University,"San Francisco, CA",Collegelist,
2535,University of Wisconsin-Milwaukee,"Milwaukee, WI",Collegelist,
2536,"University of Arizona, Eller College of Management","Tucson, AZ",Manual,
2537,University of Arizona,"Tucson, AZ",Collegelist,
2538,"University of California, Berkeley","Berkeley, CA",Collegelist,
2539,San Diego State University-California State University,"San Diego, CA",Manual,
2540,Salem State College,"Winston-Salem, NC",Collegelist,
2541,Bunker Hill Community College,"(Bunker Hill Community College, I 93, East Somerville, Somerville, Middlesex County, Massachusetts, 02129, United States of America, (42.37621755, -71.0714594584))",Nominatum,"Bunker Hill Community College, I 93, East Somerville, Somerville, Middlesex County, Massachusetts, 02129, United States of America"
2542,The University of Connecticut,"Storrs, CT",Collegelist,
2543,The Institute at Palazzo Ruccelai,,,
2544,Wilton High School,"395 DANBURY RD WILTON, CT 06897",Collegelist,
2545,The University of Connecticut,"Storrs, CT",Collegelist,
2546,The Institute at Palazzo Ruccelai,,,
2547,Wilton High School,"395 DANBURY RD WILTON, CT 06897",Collegelist,
2548,Boston University,"Boston, MA",Collegelist,
2549,Saint Mary's College of California,"(St. Mary's College of California, De La Salle Drive, Moraga, Contra Costa County, California, 94575, United States of America, (37.84110195, -122.10976445))",Nominatum,"St. Mary's College of California, De La Salle Drive, Moraga, Contra Costa County, California, 94575, United States of America"
2550,Universitat Ramon Llull,"(La Salle Campus Barcelona, Carrer d'Alcoi, Sant Gervasi, Sant Gervasi - la Bonanova, Sarrià - Sant Gervasi, Barcelona, BCN, CAT, 08022, España, (41.40859445, 2.13017741345))",Nominatum,"La Salle Campus Barcelona, Carrer d'Alcoi, Sant Gervasi, Sant Gervasi - la Bonanova, Sarrià - Sant Gervasi, Barcelona, BCN, CAT, 08022, España"
2551,Diablo Valley College,"(Diablo Valley College, Viking Drive, Pleasant Hill, Contra Costa County, California, 94523, United States of America, (37.96864795, -122.070355832))",Nominatum,"Diablo Valley College, Viking Drive, Pleasant Hill, Contra Costa County, California, 94523, United States of America"
2552,Northeastern University,"New York, NY",Collegelist,
2553,"University of California, Berkeley","Berkeley, CA",Collegelist,
2554,Silver Creek High School,"4901 NELSON RD LONGMONT, CO 80503",Collegelist,
2555,Bentley University,"Waltham, MA",Collegelist,
2556,University of Rhode Island,"Kingston, RI",Collegelist,
2557,Brandeis University,"Waltham, MA",Collegelist,
2558,Macau University of Science and Technology,"(澳門科技大學 Macau University of Science and Technology, 偉龍馬路 Avenida Wai Long, 聖母灣 Baía de Nossa Senhora da Esperança, 氹仔, 澳門 Macau, 1126, 中国, (22.1526495, 113.568057833))",Nominatum,"澳門科技大學 Macau University of Science and Technology, 偉龍馬路 Avenida Wai Long, 聖母灣 Baía de Nossa Senhora da Esperança, 氹仔, 澳門 Macau, 1126, 中国"
2559,Pepperdine University,"Malibu, CA",Collegelist,
2560,The University of New Mexico,"Albuquerque, NM",Collegelist,
2561,UNICAMP - Universidade Estadual de Campinas,"(Unicamp, Praça Sérgio Buarque de Holanda, Barão Geraldo, Campinas, Microrregião de Campinas, RMC, Mesorregião de Campinas, SP, Região Sudeste, Brasil, (-22.8170836, -47.0697141))",Nominatum,"Unicamp, Praça Sérgio Buarque de Holanda, Barão Geraldo, Campinas, Microrregião de Campinas, RMC, Mesorregião de Campinas, SP, Região Sudeste, Brasil"
2562,UNICAMP - Universidade Estadual de Campinas,"(Unicamp, Praça Sérgio Buarque de Holanda, Barão Geraldo, Campinas, Microrregião de Campinas, RMC, Mesorregião de Campinas, SP, Região Sudeste, Brasil, (-22.8170836, -47.0697141))",Nominatum,"Unicamp, Praça Sérgio Buarque de Holanda, Barão Geraldo, Campinas, Microrregião de Campinas, RMC, Mesorregião de Campinas, SP, Região Sudeste, Brasil"
2563,Brown University,"Providence, RI",Collegelist,
2564,St. Ignatius High School," Cleveland, OH",Collegelist,
2565,University of Connecticut,"Storrs, CT",Collegelist,
2566,Northeastern University,"New York, NY",Collegelist,
2567,University of San Diego,"San Diego, CA",Collegelist,
2568,Brown University,"Providence, RI",Collegelist,
2569,UC Berkeley,"(UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America, (37.87631055, -122.238859169))",Nominatum,"UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America"
2570,New York University,"New York, NY",Collegelist,
2571,The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS),"(Johns Hopkins University Paul H. Nitze School of Advanced International Studies, Massachusetts Avenue Northwest, Dupont Circle, Washington, District of Columbia, 20036, United States of America, (38.90805025, -77.0375619103))",Nominatum,"Johns Hopkins University Paul H. Nitze School of Advanced International Studies, Massachusetts Avenue Northwest, Dupont Circle, Washington, District of Columbia, 20036, United States of America"
2572,The Johns Hopkins University,"Baltimore, MD",Collegelist,
2573,Cloudera University,,,
2574,Babson College,"(Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America, (42.29683135, -71.2674592139))",Nominatum,"Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America"
2575,Babson College,"(Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America, (42.29683135, -71.2674592139))",Nominatum,"Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America"
2576,Cornell University,"Ithaca, NY",Collegelist,
2577,Niskayuna High School,"1626 BALLTOWN RD Niskayuna, NY 12309",Collegelist,
2578,University of Rhode Island,"Kingston, RI",Collegelist,
2579,Westford Academy,"Bowling Green, KY",Collegelist,
2580,Boston University - School of Management,"(Boston University School of Management, 595, Commonwealth Avenue, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America, (42.3496457, -71.0997308721))",Nominatum,"Boston University School of Management, 595, Commonwealth Avenue, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America"
2581,Newton North High School,"457 WALNUT ST NEWTONVILLE, MA 02460",Collegelist,
2582,Syracuse University - Martin J. Whitman School of Management,"Syracuse, NY",Manual,
2583,Bob Jones University,"(Bob Jones University, 1700, Wade Hampton Boulevard, Greenville, Greenville County, South Carolina, 29614, United States of America, (34.8746959, -82.3635047))",Nominatum,"Bob Jones University, 1700, Wade Hampton Boulevard, Greenville, Greenville County, South Carolina, 29614, United States of America"
2584,Bob Jones University,"(Bob Jones University, 1700, Wade Hampton Boulevard, Greenville, Greenville County, South Carolina, 29614, United States of America, (34.8746959, -82.3635047))",Nominatum,"Bob Jones University, 1700, Wade Hampton Boulevard, Greenville, Greenville County, South Carolina, 29614, United States of America"
2585,Salem State University,"Salem, MA",Collegelist,
2586,Vassar College,"Poughkeepsie, NY",Collegelist,
2587,University of Massachusetts,"Amherst, MA",Collegelist,
2588,DePaul University,"Durham, NH",Collegelist,
2589,Deerfield High School," Deerfield, IL",Collegelist,
2590,"University of California, San Diego","La Jolla, CA",Collegelist,
2591,Monta Vista High School,"21840 MCCLELLAN RD CUPERTINO, CA 95014",Collegelist,
2592,The Harker School," San Jose, CA",Collegelist,
2593,Emerson College,"Boston, MA",Collegelist,
2594,Smith College,"College Park, MD",Collegelist,
2595,San Francisco State Univeristy,"San Francisco, CA",Collegelist,
2596,Växjö University,"(Linnéuniversitetet, Universitetsplatsen, Teleborg, Växjö, Kronobergs län, Götaland, 35252, Sverige, (56.8534383, 14.8293992782))",Nominatum,"Linnéuniversitetet, Universitetsplatsen, Teleborg, Växjö, Kronobergs län, Götaland, 35252, Sverige"
2597,California Polytechnic State University-San Luis Obispo,"San Luis Obispo, CA",Collegelist,
2598,Tufts University,"Medford, MA",Collegelist,
2599,Bates College,"Lewiston, ME",Collegelist,
2600,"Griffith University, Australia","(Griffith University Nathan Campus, Johnson Path, Nathan, Nathan Heights, Queensland, 4111, Australia, (-27.5533974, 153.053362339))",Nominatum,"Griffith University Nathan Campus, Johnson Path, Nathan, Nathan Heights, Queensland, 4111, Australia"
2601,Christie's Education,,,
2602,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
2603,Arizona State University,"Tempe, AZ",Collegelist,
2604,University of San Francisco,"San Francisco, CA",Collegelist,
2605,University of Washington,"Seattle, WA",Collegelist,
2606,University of Washington,"Seattle, WA",Collegelist,
2607,"University of California, Berkeley, Haas School of Business","Berkeley, CA",Manual,
2608,Williams College,"Cincinnati, OH",Collegelist,
2609,Doshisha University,"(聖徳大学9号館, 東京都道301号白山祝田田町線, 南青山六丁目, 港区, 東京都, 関東地方, 108-0073, 日本, (35.6458335, 139.744104322))",Nominatum,"聖徳大学9号館, 東京都道301号白山祝田田町線, 南青山六丁目, 港区, 東京都, 関東地方, 108-0073, 日本"
2610,UCSD,"(UCSD, 9500, Gilman Drive, La Jolla Colony, San Diego, San Diego County, California, 92093, United States of America, (32.88103195, -117.231097932))",Nominatum,"UCSD, 9500, Gilman Drive, La Jolla Colony, San Diego, San Diego County, California, 92093, United States of America"
2611,Rosemeah High School,"9063 EAST MISSION DR ROSEMEAD, CA 91770",Collegelist,
2612,University of Chicago,"Chicago, IL",Collegelist,
2613,St. John's High School,"501 WEST SICKELS ST ST. JOHNS, MI 48879",Collegelist,
2614,Santa Clara University,"Santa Clara, CA",Collegelist,
2615,Universidad de Duesto,,,
2616,Santa Clara University,"Santa Clara, CA",Collegelist,
2617,Universidad de Duesto,,,
2618,M.I.T.,"(MIT, Amherst Street, Cambridgeport, Cambridge, Middlesex County, Massachusetts, 02238, United States of America, (42.3583961, -71.0956777459))",Nominatum,"MIT, Amherst Street, Cambridgeport, Cambridge, Middlesex County, Massachusetts, 02238, United States of America"
2619,The University of Georgia,"Athens, GA",Collegelist,
2620,University of Illinois at Urbana-Champaign,"Champaign, IL",Collegelist,
2621,Universidade Positivo,"(UFPR - Universidade Federal do Paraná, 1540, Rua dos Funcionarios, Cabral, Curitiba, Microrregião de Curitiba, Mesorregião Metropolitana de Curitiba, PR, Região Sul, 80035-010, Brasil, (-25.41229265, -49.2490543849))",Nominatum,"UFPR - Universidade Federal do Paraná, 1540, Rua dos Funcionarios, Cabral, Curitiba, Microrregião de Curitiba, Mesorregião Metropolitana de Curitiba, PR, Região Sul, 80035-010, Brasil"
2622,Grupo Educacional Dom Bosco,,,
2623,,,,
2624,Boston College,"Chestnut Hill, MA",Collegelist,
2625,Université Denis Diderot (Paris VII),"(Universidad TecMilenio, Paseo del Acueducto, Privada Roma, Monterrey, Nuevo León, 64920, Estados Unidos Mexicanos, (25.62846755, -100.303997325))",Nominatum,"Universidad TecMilenio, Paseo del Acueducto, Privada Roma, Monterrey, Nuevo León, 64920, Estados Unidos Mexicanos"
2626,The Newman School,"(The Newman School, Victoria Place, Kingfisher Park, Whiteclosegate, Carlisle, Cumbria, North West England, England, CA1 1JU, United Kingdom, (54.8967522, -2.9245004))",Nominatum,"The Newman School, Victoria Place, Kingfisher Park, Whiteclosegate, Carlisle, Cumbria, North West England, England, CA1 1JU, United Kingdom"
2627,Rice University,"Houston, TX",Collegelist,
2628,Rice University,"Houston, TX",Collegelist,
2629,Qufu Normal University,,,
2630,University of Colorado Boulder,"Boulder, CO",Collegelist,
2631,Denver East High School,"9 MAC NEIL RD PUEBLO, CO 81001",Collegelist,
2632,,,,
2633,University of Michigan - Stephen M. Ross School of Business,"Ann Arbor, MI",Manual,
2634,,,,
2635,Bentley University,"Waltham, MA",Collegelist,
2636,Suffolk University,"Boston, MA",Collegelist,
2637,University of Massachusetts Lowell,"Lowell, MA",Collegelist,
2638,University of Vermont,"Burlington, VT",Collegelist,
2639,Tilton School,"(Tilton School, School Street, Tilton, Belknap County, New Hampshire, 03276, United States of America, (43.4445263, -71.5892043))",Nominatum,"Tilton School, School Street, Tilton, Belknap County, New Hampshire, 03276, United States of America"
2640,The University of Western Ontario,"New York, NY",Manual,
2641,Humber College,"(Humber College, Humber College Boulevard, Etobicoke, Toronto, Ontario, L5C2V1, Canada, (43.7306585, -79.6068268))",Nominatum,"Humber College, Humber College Boulevard, Etobicoke, Toronto, Ontario, L5C2V1, Canada"
2642,Seattle Pacific University,"Seattle, WA",Collegelist,
2643,University of Pittsburgh,"Pittsburgh, PA",Collegelist,
2644,California Polytechnic State University-San Luis Obispo,"San Luis Obispo, CA",Collegelist,
2645,Scotts Valley High School,"555 GLENWOOD DR SCOTTS VALLEY, CA 95066",Collegelist,
2646,Santa Clara University,"Santa Clara, CA",Collegelist,
2647,Wayne State University,"Detroit, MI",Collegelist,
2648,DePaul University,"Durham, NH",Collegelist,
2649,University of Washington,"Seattle, WA",Collegelist,
2650,ROOSEVELT HIGH SCHOOL,"4301 13TH ST NW WASHINGTON, DC 20011",Collegelist,
2651,Emerson College,"Boston, MA",Collegelist,
2652,INSEAD,"(INSEAD, Rue du Plessis Mornay, Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77300, France, (48.4058564, 2.6853609))",Nominatum,"INSEAD, Rue du Plessis Mornay, Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77300, France"
2653,University of Minnesota-Twin Cities,"Minneapolis, MN",Collegelist,
2654,National Institute of Technology Karnataka,"(National Institute of Technology, Karnataka, NH66, Mukka, Mangaluru taluk, Dakshina Kannada, Karnataka, 575014, India, (13.01116485, 74.794990765))",Nominatum,"National Institute of Technology, Karnataka, NH66, Mukka, Mangaluru taluk, Dakshina Kannada, Karnataka, 575014, India"
2655,Tuck School of Business at Dartmouth,"Hanover, NH",Manual,
2656,Tulane University,"New Orleans, LA",Collegelist,
2657,"University of Missouri-Columbia, College of Business",,,
2658,,,,
